latitude,longitude
44.985582,-92.984591
44.986512,-92.966140
44.953831,-92.967548
44.980183,-92.972277
44.955252,-92.952243
44.970569,-92.980129
45.024376,-92.957812
45.024101,-92.957931
44.982297,-92.956902
44.985774,-92.965851
44.979686,-92.961207
44.979441,-92.981609
45.002093,-92.969274
44.989162,-92.968295
45.014183,-92.950739
45.019307,-92.982349
45.005469,-92.963595
44.963289,-92.978214
44.984294,-92.956234
44.981839,-92.974806
44.992710,-92.956643
44.963368,-92.971230
44.987307,-92.966310
44.973625,-92.951367
45.023101,-92.955300
44.963524,-92.970887
44.982834,-92.967972
45.019237,-92.955337
44.985712,-92.967559
44.976496,-92.950795
44.983768,-92.961992
44.989812,-92.959325
44.988853,-92.972582
44.973356,-92.955413
44.955263,-92.952216
44.973671,-92.953939
44.968213,-92.973236
44.978123,-92.973868
45.014989,-92.959755
44.984037,-92.965852
44.988573,-92.950786
45.025003,-92.973032
44.968246,-92.962247
44.964253,-92.977267
44.974426,-92.951066
44.987136,-92.968961
44.970524,-92.964231
44.973442,-92.951240
44.967332,-92.973085
44.984013,-92.964913
44.982601,-92.946434
45.020418,-92.954907
44.976942,-92.952614
45.008312,-92.960647
45.026171,-92.979725
45.012753,-92.962364
44.968213,-92.973236
45.016682,-92.976069
44.983643,-92.945944
44.974787,-92.955503
44.980750,-92.972284
44.989011,-92.971723
44.966030,-92.970122
44.979945,-92.960992
44.993170,-92.947550
44.970717,-92.961563
44.977131,-92.956909
45.016001,-92.956183
44.979920,-92.961225
44.982562,-92.948423
44.981548,-92.949920
44.983008,-92.945930
44.980833,-92.956316
45.025975,-92.978978
45.023119,-92.955801
44.978922,-92.972720
44.980039,-92.957763
45.005498,-92.961392
45.014585,-92.960123
45.010426,-92.982042
45.008305,-92.960720
44.972482,-92.949843
44.983643,-92.944526
45.024074,-92.956170
45.028939,-92.982956
45.025367,-92.956391
44.975365,-92.951645
44.989149,-92.967069
44.975966,-92.949629
44.983351,-92.954098
44.980865,-92.953273
44.971521,-92.961414
45.025251,-92.956099
44.987243,-92.950747
45.012674,-92.955738
45.018754,-92.961799
44.975949,-92.949860
44.989552,-92.951010
45.012373,-92.960662
45.026705,-92.981004
44.987504,-92.947516
45.014133,-92.962384
44.989510,-92.962088
45.003560,-92.975242
44.979790,-92.948083
44.982336,-92.977451
45.011299,-92.963570
44.955279,-92.952176
45.008738,-92.963005
44.966302,-92.972874
44.992593,-92.952158
45.024115,-92.983398
44.988701,-92.947274
45.015085,-92.949055
44.971105,-92.954258
45.022886,-92.955413
45.018754,-92.961799
44.975569,-92.948321
44.966322,-92.975731
44.978524,-92.946307
44.981800,-92.978046
44.986036,-92.976036
44.954406,-92.942856
44.979413,-92.949275
44.979208,-92.950350
44.954801,-92.979852
44.954411,-92.943868
44.976089,-92.977688
44.989803,-92.955625
45.020186,-92.976611
44.992652,-92.948957
44.965872,-92.971545
44.977630,-92.980683
45.018665,-92.950999
44.959771,-92.948453
45.015511,-92.952866
45.026322,-92.976311
44.981005,-92.945445
44.971461,-92.973725
44.967557,-92.947786
45.017297,-92.950720
44.986111,-92.955737
44.960611,-92.950549
44.961252,-92.945822
44.961195,-92.945455
44.960400,-92.941073
44.958655,-92.946975
44.961242,-92.945761
45.016895,-92.948943
44.963334,-92.951335
44.957834,-93.131627
44.949510,-93.139714
NaN,NaN
44.968172,-93.102150
44.960953,-93.118459
44.974797,-93.111146
44.948877,-93.114762
44.957469,-93.078929
44.993252,-93.123435
44.930706,-93.149753
44.930706,-93.149753
44.966599,-93.122437
44.967277,-93.155579
44.930706,-93.149753
44.938960,-93.112604
44.987209,-93.107034
44.966599,-93.122437
44.983414,-93.114807
44.948876,-93.097303
44.958351,-93.128582
44.974478,-93.098040
44.969695,-93.102433
44.967691,-93.075429
44.972446,-93.105836
44.930706,-93.149753
44.983017,-93.062654
44.930706,-93.149753
44.991844,-93.109669
44.989242,-93.099330
44.983883,-93.113617
44.965000,-93.142979
44.937545,-93.146983
44.982625,-93.110754
44.943497,-93.110016
44.955490,-93.047222
44.930706,-93.149753
44.966599,-93.122437
44.945384,-93.012454
44.970249,-93.056786
44.965180,-93.092869
44.956599,-93.061122
44.930750,-93.090086
44.974665,-93.094202
44.958056,-93.126644
44.930706,-93.149753
44.978646,-93.067769
44.959374,-93.149292
44.966495,-93.016953
44.971866,-93.157524
44.949612,-93.098686
44.931714,-93.119716
44.963416,-93.076205
44.970241,-93.062652
44.957651,-93.116611
44.948988,-93.097518
44.970181,-93.072250
44.949994,-93.043596
44.955490,-93.047222
44.968753,-93.042644
44.975512,-93.063703
44.924214,-93.074956
44.955919,-93.061890
44.955490,-93.047222
44.965012,-93.044830
44.956546,-93.130947
44.958374,-93.013447
44.930706,-93.149753
44.964059,-93.166991
44.957977,-93.116356
44.930706,-93.149753
44.943497,-93.110016
44.959374,-93.149292
44.940352,-93.159573
44.949269,-93.094891
44.961877,-93.151228
44.965033,-93.091597
44.920326,-93.077324
44.949612,-93.098686
44.987355,-93.026846
44.935275,-93.118659
44.929989,-93.150276
44.956751,-93.076585
44.963011,-93.028804
44.935233,-93.112241
44.931517,-93.100061
44.950125,-93.143726
44.968005,-93.082841
44.929545,-93.087463
44.951234,-93.121239
44.969284,-93.124470
44.950141,-93.138150
44.933478,-93.082456
44.983737,-93.114596
44.931614,-93.099359
44.989415,-93.118172
44.960338,-93.005041
44.961544,-93.025190
44.922846,-93.096625
44.977833,-93.114729
44.949612,-93.098686
44.974272,-93.143033
NaN,NaN
44.994539,-93.050808
44.959441,-93.005039
44.937527,-93.109643
44.925037,-93.100542
44.930706,-93.149753
44.969242,-93.062443
44.961248,-93.005044
44.989242,-93.099330
44.988377,-93.098102
44.965519,-93.093849
44.970080,-93.095673
44.963817,-93.023927
44.945405,-93.099769
44.950560,-93.056701
44.947947,-93.109111
NaN,NaN
44.903896,-93.162240
44.965642,-93.048821
44.991844,-93.109669
44.929989,-93.150276
44.904373,-93.162310
44.991624,-93.133645
44.964957,-93.052847
44.930706,-93.149753
44.967749,-93.036382
44.940820,-93.116538
44.959554,-93.135422
44.984739,-93.086495
44.953490,-93.121895
44.959374,-93.149292
44.947934,-93.112685
44.983738,-93.022906
44.959441,-93.005039
44.966904,-93.016546
44.971102,-93.143039
44.956551,-93.150998
44.988820,-93.120121
44.961248,-93.005044
44.919744,-93.136227
44.935233,-93.112241
44.972335,-93.158497
44.984583,-93.113517
44.972280,-93.137269
44.956736,-93.122860
44.923233,-93.068714
44.972301,-93.066903
44.944683,-93.014081
44.968467,-93.116947
44.967164,-93.108770
44.957185,-93.050089
NaN,NaN
44.903881,-93.162789
44.928392,-93.093727
44.949612,-93.098686
44.956001,-93.071218
44.949612,-93.098686
44.962777,-93.130370
44.977594,-93.067068
44.975505,-93.065312
44.956751,-93.076585
NaN,NaN
44.989415,-93.118172
44.948877,-93.114762
44.963011,-93.028728
44.959911,-93.176855
44.949612,-93.098686
44.939611,-93.108505
44.971347,-93.140982
44.922287,-93.070572
44.962235,-93.127559
44.958454,-93.128813
44.904031,-93.163241
44.978626,-93.016391
44.969521,-93.121441
44.935233,-93.112241
44.931557,-93.092592
44.973705,-93.094073
44.977050,-93.112186
44.969197,-93.066835
44.945587,-93.116539
44.949612,-93.098686
44.949269,-93.094891
44.931684,-93.126882
44.973705,-93.094073
44.960338,-93.005041
44.975914,-93.060232
44.963804,-93.024396
44.950174,-93.134310
44.957454,-93.141077
44.967657,-93.107713
44.968199,-93.082580
44.949612,-93.098686
44.935294,-93.116850
44.976605,-93.110908
44.970255,-93.128661
44.991844,-93.109669
44.956546,-93.152718
44.957681,-93.037479
44.944918,-93.013510
NaN,NaN
44.967979,-93.023582
44.963605,-93.174393
44.940396,-93.116909
44.946263,-93.014678
44.973145,-93.071774
44.976412,-93.009137
44.963010,-93.028274
44.969860,-93.113466
44.975472,-93.067900
44.960338,-93.005041
44.956751,-93.076585
44.964181,-93.022594
44.953220,-93.138817
44.963012,-93.029258
44.940820,-93.116538
44.949612,-93.098686
44.958454,-93.128813
44.970021,-93.085740
44.929523,-93.141692
44.967829,-93.034103
44.929474,-93.069956
NaN,NaN
44.968312,-93.113179
44.956663,-93.059497
44.954016,-93.142486
44.964850,-93.031338
44.969172,-93.116328
NaN,NaN
NaN,NaN
44.920165,-93.062100
44.989404,-93.118158
44.969354,-93.108291
44.956751,-93.076585
44.949612,-93.098686
NaN,NaN
44.991844,-93.109669
44.973232,-93.048071
44.955490,-93.047222
44.926044,-93.079469
44.979658,-93.025640
NaN,NaN
44.970969,-93.142553
44.971604,-93.132673
44.933468,-93.082442
44.958454,-93.128813
44.949269,-93.094891
44.952314,-93.056678
44.909519,-93.147556
