latitude,longitude,walkscore,bikescore,transitscore
45.02233,-92.95657,1,NaN,None
44.90046,-92.87427,6,NaN,None
44.95115,-93.18877,56,71.0,None
44.93447,-93.17540,72,72.0,None
44.96008,-93.17491,78,81.0,None
44.93406,-93.17353,72,72.0,None
44.92451,-93.16909,62,64.0,None
44.97742,-93.16343,61,69.0,None
44.95669,-93.15859,84,79.0,None
44.96031,-93.15281,53,69.0,None
44.95761,-93.15093,70,73.0,None
44.96548,-93.14864,41,64.0,None
44.92059,-93.14605,45,52.0,None
44.99989,-93.09645,21,NaN,None
44.99450,-93.09555,36,NaN,None
44.94844,-93.08432,86,74.0,None
45.00904,-93.07022,2,NaN,None
44.94755,-93.05918,52,51.0,None
44.97941,-93.05682,64,75.0,None
44.95322,-93.03434,41,39.0,None
45.03366,-93.03434,38,NaN,None
44.97759,-93.02742,54,54.0,None
44.98816,-93.01555,45,56.0,None
44.92206,-93.01134,2,23.0,None
45.03018,-92.99922,14,NaN,None
44.91149,-92.98898,3,NaN,None
44.91320,-92.98682,4,NaN,None
44.97877,-92.98031,43,NaN,None
44.90773,-92.97693,6,NaN,None
45.00124,-92.97243,8,NaN,None
44.90647,-92.96109,9,NaN,None
44.95866,-92.94698,23,NaN,None
44.92207,-92.90912,11,NaN,None
44.90367,-93.18582,32,64.0,None
44.92182,-93.17079,53,61.0,None
44.92351,-93.16411,66,63.0,None
44.95015,-93.13525,70,58.0,None
44.92346,-93.10076,67,51.0,None
44.94853,-93.06171,53,51.0,None
44.99477,-93.05191,12,NaN,None
44.99454,-93.05081,13,NaN,None
45.00849,-93.04215,22,NaN,None
44.98737,-93.03312,56,52.0,None
44.94426,-93.02845,21,39.0,None
44.98853,-93.02073,67,65.0,None
44.93995,-93.01724,25,52.0,None
44.94772,-93.01321,63,75.0,None
44.98999,-93.01123,25,55.0,None
44.89408,-92.99226,0,NaN,None
44.94350,-92.98800,25,NaN,None
44.95814,-92.97092,30,NaN,None
44.91049,-92.97061,23,NaN,None
45.01904,-92.96666,9,NaN,None
44.89560,-92.95544,3,NaN,None
44.90023,-92.95249,6,NaN,None
44.94483,-92.94880,36,NaN,None
44.93216,-92.92829,39,NaN,None
44.96542,-92.90990,0,NaN,None
44.93976,-92.89183,30,NaN,None
44.91842,-92.88817,13,NaN,None
44.90262,-92.88731,3,NaN,None
44.89279,-92.88386,1,NaN,None
44.92537,-92.87541,1,NaN,None
44.90064,-92.87434,6,NaN,None
44.94042,-93.18464,73,73.0,None
44.96639,-93.17268,63,72.0,None
44.93569,-93.15498,65,69.0,None
44.94751,-93.14296,75,64.0,None
44.94401,-93.14285,80,71.0,None
44.93488,-93.11911,55,79.0,None
44.98279,-93.07218,64,58.0,None
44.97866,-93.06363,76,64.0,None
44.98008,-93.06062,62,75.0,None
45.00764,-93.04892,26,NaN,None
45.03370,-93.03234,50,NaN,None
44.95878,-93.01341,38,63.0,None
44.90421,-93.00729,14,12.0,None
44.91177,-92.98062,18,NaN,None
44.90433,-92.97222,15,NaN,None
44.89992,-92.96054,9,NaN,None
44.96899,-92.95223,25,NaN,None
44.92215,-92.94653,19,NaN,None
44.92743,-92.93560,17,NaN,None
44.93623,-92.91993,24,NaN,None
44.91478,-92.89630,10,NaN,None
44.93194,-93.19746,26,67.0,None
44.91985,-93.17915,59,61.0,None
44.92694,-93.13036,70,73.0,None
44.97025,-93.12866,51,64.0,None
44.97666,-93.09961,57,65.0,None
45.00116,-93.09271,17,NaN,None
44.93347,-93.08245,77,45.0,None
44.98578,-93.07509,46,58.0,None
44.92274,-93.00658,1,27.0,None
45.02019,-92.97661,20,NaN,None
44.90735,-92.95639,12,NaN,None
44.89289,-92.95597,4,NaN,None
44.91304,-92.93090,35,NaN,None
44.99914,-92.92667,0,NaN,None
44.90117,-93.18345,43,67.0,None
44.98577,-93.15563,51,59.0,None
44.92585,-93.15348,75,64.0,None
44.94770,-93.12603,86,61.0,None
44.95063,-93.08758,94,75.0,None
44.92139,-93.08177,52,36.0,None
44.98007,-93.07639,66,52.0,None
44.98168,-93.07164,64,58.0,None
44.99531,-93.04080,30,NaN,None
44.96259,-93.00496,41,63.0,None
44.91862,-92.99774,2,NaN,None
44.91044,-92.99699,1,NaN,None
44.98651,-92.96614,9,NaN,None
44.98724,-92.95075,3,NaN,None
44.88667,-92.94930,10,NaN,None
44.88652,-92.86490,0,NaN,None
39.03706,-75.54928,8,NaN,None
44.96179,-93.17400,75,80.0,None
44.96230,-93.15301,45,65.0,None
44.95944,-93.14047,70,63.0,None
44.92775,-93.13441,65,73.0,None
44.98573,-93.13205,19,44.0,None
44.99119,-93.03895,35,43.0,None
45.00669,-93.03197,36,NaN,None
44.98183,-93.02405,56,60.0,None
44.96798,-93.02358,49,46.0,None
44.91180,-92.97236,27,NaN,None
44.91546,-92.95788,24,NaN,None
44.98086,-92.95327,3,NaN,None
44.96899,-92.95295,29,NaN,None
44.97979,-92.94808,2,NaN,None
44.89487,-92.93908,4,NaN,None
44.91851,-92.89272,15,NaN,None
44.92531,-92.88023,3,NaN,None
44.90321,-92.87143,7,NaN,None
44.90383,-92.87131,9,NaN,None
44.90243,-93.18598,30,63.0,None
44.94610,-93.18180,72,77.0,None
44.96025,-93.17275,79,78.0,None
44.93272,-93.16437,72,70.0,None
44.96130,-93.16174,77,79.0,None
44.96093,-93.15842,71,76.0,None
44.92396,-93.13882,60,64.0,None
44.94569,-93.13781,81,64.0,None
44.93785,-93.13492,85,68.0,None
44.99113,-93.13434,33,46.0,None
44.99057,-93.13093,21,42.0,None
44.98069,-93.12346,29,56.0,None
44.92285,-93.09663,57,39.0,None
45.02269,-93.04568,12,NaN,None
45.03622,-93.03165,47,NaN,None
44.94627,-93.02631,44,47.0,None
44.94011,-93.00969,19,60.0,None
44.92670,-93.00233,19,NaN,None
44.95519,-92.98358,26,NaN,None
45.02175,-92.97584,21,NaN,None
44.97347,-92.95688,22,NaN,None
44.96696,-92.95129,34,NaN,None
45.03097,-92.94402,0,NaN,None
44.93537,-92.92960,62,NaN,None
44.89137,-92.92402,10,NaN,None
44.87296,-92.91655,0,NaN,None
44.87200,-92.91122,0,NaN,None
44.90778,-93.18709,48,69.0,None
44.90898,-93.18643,45,69.0,None
44.94598,-93.17315,80,78.0,None
44.92386,-93.16583,62,63.0,None
44.96645,-93.15635,49,58.0,None
44.96230,-93.14785,46,66.0,None
44.93346,-93.08242,77,45.0,None
44.98376,-93.03307,48,50.0,None
44.98736,-93.02956,67,57.0,None
44.97906,-93.02056,35,55.0,None
44.96816,-93.01827,39,48.0,None
44.97892,-92.97272,3,NaN,None
44.89901,-92.95873,6,NaN,None
44.95526,-92.95222,25,NaN,None
44.91935,-92.95102,30,NaN,None
44.91919,-92.94721,31,NaN,None
44.94103,-92.89309,39,NaN,None
44.94347,-93.19493,35,76.0,None
44.93523,-93.15984,63,67.0,None
44.95326,-93.14811,72,75.0,None
44.96282,-93.14756,45,66.0,None
44.94517,-93.12974,87,65.0,None
44.94803,-93.12163,84,65.0,None
44.95123,-93.12124,78,75.0,None
44.94040,-93.11691,56,60.0,None
44.99384,-93.10159,48,NaN,None
44.97215,-93.09531,34,59.0,None
44.92499,-93.07042,36,31.0,None
44.95293,-93.06222,52,57.0,None
44.96296,-93.05920,69,66.0,None
44.95598,-93.03180,44,44.0,None
44.97408,-93.02666,46,48.0,None
44.91304,-93.00360,7,NaN,None
44.90634,-92.99838,1,NaN,None
44.97197,-92.98958,38,NaN,None
45.02632,-92.97631,18,NaN,None
44.90130,-92.96454,15,NaN,None
44.90186,-92.94813,5,NaN,None
44.93983,-92.94315,52,NaN,None
44.89753,-92.94182,4,NaN,None
44.87297,-92.91445,0,NaN,None
44.93054,-92.91196,7,NaN,None
44.93022,-92.87815,1,NaN,None
44.91186,-93.18493,63,57.0,None
44.91063,-93.17552,34,36.0,None
44.92180,-93.17065,53,61.0,None
44.98816,-93.15792,56,55.0,None
44.98720,-93.14355,50,73.0,None
44.97160,-93.13267,44,62.0,None
44.95222,-93.09375,95,53.0,None
44.98933,-93.07354,30,52.0,None
44.97935,-93.07005,77,54.0,None
44.93883,-93.00889,18,60.0,None
44.96728,-92.96347,51,NaN,None
44.96490,-92.96295,52,NaN,None
44.92862,-92.94846,5,NaN,None
44.93910,-92.94166,55,NaN,None
45.00008,-92.92849,0,NaN,None
44.89972,-92.91604,12,NaN,None
44.91506,-92.91283,14,NaN,None
44.91709,-92.90115,17,NaN,None
44.90006,-92.88488,3,NaN,None
44.95391,-93.20233,23,62.0,None
44.95440,-93.18063,74,82.0,None
44.92400,-93.14117,59,63.0,None
44.92620,-93.10080,58,63.0,None
44.99564,-93.07823,12,NaN,None
44.95395,-93.06166,52,57.0,None
44.95384,-93.00775,57,71.0,None
44.90404,-92.97234,13,NaN,None
44.98921,-92.96897,10,NaN,None
44.98096,-92.96885,3,NaN,None
44.89499,-92.93454,7,NaN,None
44.92188,-92.92971,57,NaN,None
44.90634,-92.92164,3,NaN,None
44.87294,-92.91552,0,NaN,None
44.93396,-92.90060,14,NaN,None
44.90352,-92.87208,11,NaN,None
44.93250,-93.19361,41,81.0,None
44.98484,-93.16151,56,58.0,None
44.97626,-93.16096,49,76.0,None
44.92484,-93.13580,67,64.0,None
44.92445,-93.10393,60,68.0,None
44.98941,-93.10234,62,57.0,None
44.96168,-93.08329,47,58.0,None
44.92421,-93.07496,46,37.0,None
44.98486,-93.04020,47,60.0,None
44.96213,-93.03241,36,47.0,None
44.95874,-93.01611,49,64.0,None
44.97992,-93.00029,4,NaN,None
44.93091,-92.99587,14,NaN,None
44.99875,-92.96645,25,NaN,None
45.02410,-92.95793,1,NaN,None
44.90681,-92.95768,13,NaN,None
44.93559,-92.95268,32,NaN,None
44.94267,-92.94765,34,NaN,None
44.93546,-92.92630,23,NaN,None
44.94400,-92.91998,56,NaN,None
44.92133,-92.90782,11,NaN,None
44.89417,-92.88402,1,NaN,None
44.90390,-93.16224,61,66.0,None
44.92687,-93.15351,75,64.0,None
44.92699,-93.13954,62,69.0,None
44.93075,-93.09009,65,56.0,None
44.97005,-93.08314,66,67.0,None
44.97035,-93.07156,86,73.0,None
44.99537,-93.06838,6,NaN,None
45.03147,-93.04808,17,NaN,None
44.99535,-93.04627,26,NaN,None
45.02888,-93.00232,24,NaN,None
45.00449,-92.98327,9,NaN,None
44.89156,-92.96208,5,NaN,None
44.91736,-92.95111,22,NaN,None
44.93474,-92.90976,21,NaN,None
44.89637,-92.88251,2,NaN,None
44.91697,-92.87965,5,NaN,None
45.00833,-92.87895,6,NaN,None
44.92388,-92.87548,1,NaN,None
44.94731,-93.17764,79,80.0,None
44.94746,-93.17644,79,80.0,None
44.91697,-93.17550,61,56.0,None
44.98718,-93.15890,51,56.0,None
44.95672,-93.14793,78,73.0,None
44.96947,-93.14262,40,65.0,None
44.94296,-93.14216,84,73.0,None
44.97157,-93.13519,38,58.0,None
44.93948,-93.13403,90,69.0,None
44.99025,-93.10380,65,61.0,None
44.95712,-93.06061,59,53.0,None
44.96227,-93.04932,41,61.0,None
44.99890,-93.03943,29,NaN,None
44.96783,-93.03410,41,37.0,None
44.90577,-93.00274,15,NaN,None
44.91368,-92.96085,20,NaN,None
44.96840,-92.95008,29,NaN,None
44.93910,-92.94302,56,NaN,None
44.90632,-92.93576,2,NaN,None
44.91356,-92.93051,35,NaN,None
44.93679,-92.92433,39,NaN,None
44.91361,-92.88622,6,NaN,None
45.02692,-92.85804,21,NaN,None
44.90051,-93.18169,48,67.0,None
44.91908,-93.15563,47,52.0,None
44.91839,-93.15417,43,50.0,None
44.97261,-93.14242,36,72.0,None
44.93798,-93.10965,70,78.0,None
44.98752,-93.10224,64,59.0,None
44.93031,-93.09952,34,46.0,None
44.92760,-93.07643,65,45.0,None
45.03233,-93.03237,50,NaN,None
44.95876,-93.01396,38,63.0,None
45.03229,-93.00292,27,NaN,None
45.00443,-92.98373,9,NaN,None
44.98577,-92.96585,9,NaN,None
44.90542,-92.95840,16,NaN,None
44.97520,-92.95722,14,NaN,None
44.96676,-92.95029,31,NaN,None
44.90220,-92.94982,6,NaN,None
44.90941,-92.93038,17,NaN,None
44.94064,-92.90196,48,NaN,None
45.00089,-92.89822,5,NaN,None
44.90458,-93.18448,34,65.0,None
44.94850,-93.17355,74,78.0,None
44.97187,-93.15752,39,57.0,None
44.96455,-93.15463,49,64.0,None
44.93791,-93.15428,74,73.0,None
44.95761,-93.15217,70,73.0,None
44.92980,-93.15028,64,68.0,None
44.98894,-93.13319,23,44.0,None
44.97488,-93.09514,40,63.0,None
44.99438,-93.06627,22,NaN,None
44.95592,-93.06189,61,54.0,None
44.97407,-93.04398,61,72.0,None
44.96041,-93.04157,42,56.0,None
44.96431,-93.02798,44,47.0,None
44.98042,-93.02443,49,57.0,None
44.96280,-93.02256,41,56.0,None
44.97011,-93.01055,22,53.0,None
44.90793,-93.00903,12,23.0,None
44.91054,-92.97575,23,NaN,None
45.00558,-92.97456,12,NaN,None
44.91752,-92.94689,25,NaN,None
45.01115,-92.90122,0,NaN,None
44.90278,-92.88718,3,NaN,None
44.92159,-92.88713,10,NaN,None
45.00821,-92.88127,17,NaN,None
44.89667,-92.87193,2,NaN,None
44.92698,-93.18917,61,72.0,None
44.95772,-93.14621,76,70.0,None
44.98110,-93.13578,27,64.0,None
44.97717,-93.13163,31,70.0,None
44.95349,-93.12190,85,83.0,None
44.96889,-93.07865,77,76.0,None
44.98929,-93.07040,34,50.0,None
45.02011,-93.06058,13,NaN,None
44.97896,-93.04045,69,71.0,None
45.00939,-93.02949,40,NaN,None
44.95970,-93.00714,41,69.0,None
44.97855,-93.00693,3,46.0,None
44.98271,-93.00227,5,NaN,None
44.92225,-93.00119,8,NaN,None
44.91439,-92.98682,5,NaN,None
44.98377,-92.96199,3,NaN,None
44.90149,-92.95756,9,NaN,None
44.91851,-92.89259,15,NaN,None
44.89493,-92.88797,1,NaN,None
44.89741,-92.88739,1,NaN,None
44.90721,-93.17604,43,31.0,None
44.93072,-93.17118,63,68.0,None
44.98342,-93.16541,61,59.0,None
44.92565,-93.13147,69,68.0,None
44.97595,-93.11347,53,52.0,None
44.97746,-93.11146,59,50.0,None
44.95131,-93.09101,95,56.0,None
44.93497,-93.08754,65,48.0,None
44.99083,-93.07762,16,49.0,None
44.96476,-93.06850,78,74.0,None
45.01889,-93.05822,15,NaN,None
45.00706,-93.04454,34,NaN,None
44.90177,-93.00508,16,14.0,None
45.01844,-92.98397,44,NaN,None
45.00618,-92.97813,18,NaN,None
44.90107,-92.96793,11,NaN,None
44.90235,-92.96516,16,NaN,None
44.92323,-92.95635,58,NaN,None
44.91474,-92.95627,17,NaN,None
45.01226,-92.91957,0,NaN,None
44.90424,-92.88951,2,NaN,None
44.92517,-92.88682,5,NaN,None
44.99554,-92.88319,21,NaN,None
45.02965,-92.86676,9,NaN,None
44.91370,-93.18273,65,51.0,None
44.94087,-93.13525,89,70.0,None
44.92168,-93.12888,56,72.0,None
44.94677,-93.12160,84,65.0,None
44.92570,-93.09656,53,40.0,None
44.92839,-93.09373,48,45.0,None
45.00163,-93.09300,17,NaN,None
44.98557,-93.08095,34,55.0,None
44.98280,-93.07187,64,58.0,None
45.03229,-93.05402,2,NaN,None
44.98764,-93.01875,63,65.0,None
44.98453,-93.01227,19,59.0,None
44.92216,-93.01078,2,26.0,None
44.89684,-92.97150,3,NaN,None
44.95356,-92.96551,38,NaN,None
44.96788,-92.95199,25,NaN,None
44.93262,-92.93144,45,NaN,None
44.92432,-92.90712,12,NaN,None
44.93495,-92.89609,14,NaN,None
44.91099,-92.88617,5,NaN,None
44.89161,-92.88417,1,NaN,None
44.92894,-92.87951,2,NaN,None
44.93309,-93.16069,66,68.0,None
44.92175,-93.15228,59,54.0,None
44.96095,-93.15046,52,68.0,None
44.98812,-93.14845,65,66.0,None
44.98809,-93.14412,58,67.0,None
44.93506,-93.14234,71,67.0,None
44.99031,-93.13917,53,55.0,None
44.98200,-93.13778,29,65.0,None
44.95221,-93.12964,79,70.0,None
44.97421,-93.07764,75,44.0,None
44.98920,-93.07425,26,52.0,None
44.98951,-93.07188,34,50.0,None
44.95600,-93.07122,71,73.0,None
45.00213,-93.06940,7,NaN,None
45.02134,-93.04872,18,NaN,None
45.00764,-93.04066,31,NaN,None
44.96475,-93.03539,36,42.0,None
44.97862,-93.02418,46,51.0,None
44.99042,-93.01548,47,59.0,None
44.91315,-93.00895,6,29.0,None
45.03150,-93.00714,50,NaN,None
44.91413,-92.99869,1,NaN,None
44.94435,-92.98683,24,NaN,None
44.93352,-92.98176,22,NaN,None
44.88678,-92.91996,3,NaN,None
44.91439,-92.91539,15,NaN,None
44.92003,-92.89758,18,NaN,None
44.91295,-92.89127,5,NaN,None
44.90325,-92.86793,5,NaN,None
44.93234,-93.16821,67,69.0,None
44.98671,-93.16296,54,55.0,None
44.95895,-93.16219,78,80.0,None
44.97236,-93.14283,36,72.0,None
44.94363,-93.14237,84,73.0,None
44.94681,-93.12269,84,64.0,None
44.94869,-93.08511,92,73.0,None
44.98648,-93.07363,49,58.0,None
44.92414,-93.07008,28,26.0,None
44.98645,-93.06746,56,63.0,None
44.96182,-93.05065,42,60.0,None
44.98615,-93.01989,60,65.0,None
44.96691,-93.01657,38,52.0,None
44.96313,-93.00541,24,58.0,None
44.91181,-92.97194,24,NaN,None
44.91346,-92.96755,28,NaN,None
45.01879,-92.96386,9,NaN,None
44.89977,-92.96232,10,NaN,None
44.95432,-92.92167,0,NaN,None
44.93671,-92.90813,35,NaN,None
44.91696,-93.17333,57,55.0,None
44.96420,-93.15713,61,67.0,None
44.98803,-93.15087,64,59.0,None
44.92240,-93.14155,56,66.0,None
44.92401,-93.14089,59,63.0,None
44.98974,-93.11003,69,57.0,None
44.95360,-93.06542,52,62.0,None
44.97283,-93.05757,59,56.0,None
44.97323,-93.04807,57,68.0,None
44.96875,-93.04264,50,60.0,None
44.94733,-93.01868,55,68.0,None
44.96284,-93.01829,34,58.0,None
45.03108,-92.99686,15,NaN,None
44.91432,-92.98684,5,NaN,None
45.02054,-92.96537,10,NaN,None
44.97367,-92.95394,18,NaN,None
44.93990,-92.94860,40,NaN,None
44.91628,-92.94462,26,NaN,None
44.91344,-92.94017,21,NaN,None
44.91784,-92.89274,9,NaN,None
44.93884,-92.88941,15,NaN,None
44.90226,-92.88886,3,NaN,None
44.90386,-92.87144,9,NaN,None
44.97942,-93.19154,73,75.0,None
44.93577,-93.15426,65,69.0,None
44.97110,-93.14304,40,70.0,None
44.95400,-93.12988,79,70.0,None
44.94861,-93.12680,81,63.0,None
44.94511,-93.12306,84,65.0,None
44.94128,-93.11581,70,63.0,None
44.96970,-93.10243,64,55.0,None
44.95485,-93.03700,34,36.0,None
45.02837,-93.00780,41,NaN,None
44.94350,-93.00644,25,66.0,None
44.91509,-92.98661,5,NaN,None
44.96096,-92.92486,0,NaN,None
44.93698,-92.90757,36,NaN,None
44.90287,-92.88834,3,NaN,None
44.91299,-92.88319,4,NaN,None
44.94285,-93.18621,68,76.0,None
44.94848,-93.17979,71,78.0,None
44.92541,-93.17125,59,64.0,None
44.98119,-93.15635,51,76.0,None
44.91798,-93.14632,47,51.0,None
44.98762,-93.14021,39,59.0,None
44.92342,-93.13188,66,71.0,None
44.99077,-93.12769,18,38.0,None
44.94350,-93.11002,75,64.0,None
44.94961,-93.09869,96,60.0,None
44.96223,-93.08357,56,63.0,None
44.99602,-93.06602,17,NaN,None
44.97551,-93.06531,83,53.0,None
44.97025,-93.05679,59,57.0,None
44.92622,-93.01562,4,34.0,None
44.97050,-93.01357,34,53.0,None
44.97980,-93.01181,9,48.0,None
44.98234,-92.97745,28,NaN,None
44.97363,-92.95137,14,NaN,None
44.91539,-92.94999,20,NaN,None
44.94499,-92.91709,47,NaN,None
44.97583,-93.18756,57,74.0,None
44.95667,-93.16495,86,80.0,None
44.93524,-93.16493,71,70.0,None
44.98916,-93.15561,63,57.0,None
44.99035,-93.15066,72,60.0,None
44.94654,-93.14989,73,77.0,None
44.94186,-93.10617,85,79.0,None
44.92778,-93.09878,49,63.0,None
44.93347,-93.08244,77,45.0,None
45.00384,-93.07170,5,NaN,None
45.00371,-93.04851,27,NaN,None
44.97571,-93.03856,66,69.0,None
44.95698,-93.02068,55,51.0,None
44.96690,-93.01655,38,52.0,None
44.96327,-93.01152,39,62.0,None
44.90741,-93.00182,12,NaN,None
44.90392,-93.00002,3,NaN,None
44.91869,-92.94944,28,NaN,None
44.90250,-92.94667,4,NaN,None
44.93974,-92.94464,52,NaN,None
44.89631,-92.89929,8,NaN,None
44.99002,-92.87301,2,NaN,None
44.98285,-93.19252,76,72.0,None
44.93410,-93.18081,71,72.0,None
44.91904,-93.16771,56,54.0,None
44.96224,-93.16067,70,74.0,None
44.96831,-93.11318,59,55.0,None
44.98528,-93.07178,57,58.0,None
44.97759,-93.06707,83,53.0,None
44.95592,-93.06055,59,53.0,None
44.95746,-93.05068,47,53.0,None
45.03231,-93.04847,16,NaN,None
45.00672,-93.02116,41,NaN,None
44.93190,-92.98189,20,NaN,None
44.98714,-92.96896,3,NaN,None
44.90733,-92.95647,12,NaN,None
44.96648,-92.95131,34,NaN,None
44.94460,-92.94911,36,NaN,None
44.94451,-92.94866,36,NaN,None
44.91294,-92.92942,35,NaN,None
44.90910,-92.92264,5,NaN,None
44.87214,-92.91741,0,NaN,None
44.92224,-92.90784,11,NaN,None
44.95306,-92.90752,8,NaN,None
44.90007,-92.90210,10,NaN,None
44.93213,-92.89872,8,NaN,None
44.93976,-92.89182,30,NaN,None
44.91598,-92.88769,11,NaN,None
44.89804,-92.88698,1,NaN,None
44.90802,-92.88001,9,NaN,None
44.97579,-93.18758,57,74.0,None
44.97234,-93.15850,33,60.0,None
44.92537,-93.15238,73,60.0,None
44.96462,-93.14952,38,64.0,None
44.95014,-93.13815,72,59.0,None
44.98011,-93.12271,29,56.0,None
44.96015,-93.10465,83,68.0,None
44.97371,-93.09407,35,60.0,None
44.96801,-93.08284,68,73.0,None
45.00831,-93.07737,9,NaN,None
44.98580,-93.07299,49,58.0,None
44.97824,-93.02416,49,56.0,None
44.98718,-93.02292,68,64.0,None
44.92868,-92.99942,17,NaN,None
44.92080,-92.99752,5,NaN,None
44.90745,-92.95997,13,NaN,None
44.86231,-92.95649,1,NaN,None
45.01318,-92.93686,0,NaN,None
44.92067,-92.92702,51,NaN,None
44.94240,-92.89348,44,NaN,None
44.92979,-92.87716,1,NaN,None
44.89530,-92.87188,0,NaN,None
44.97560,-93.19247,65,80.0,None
44.91532,-93.17186,51,51.0,None
44.98208,-93.16185,63,71.0,None
44.91555,-93.14740,49,60.0,None
44.99078,-93.13509,33,46.0,None
44.94469,-93.11328,75,78.0,None
44.98032,-93.10578,69,50.0,None
44.93054,-93.09777,41,52.0,None
44.97313,-93.08126,68,49.0,None
44.98898,-93.07941,17,50.0,None
44.98381,-93.07595,53,56.0,None
44.97861,-93.07032,77,54.0,None
44.97642,-93.05596,64,63.0,None
44.95415,-93.05088,39,55.0,None
44.99355,-93.00330,13,NaN,None
44.91056,-92.99869,1,NaN,None
44.91412,-92.98599,5,NaN,None
44.95322,-92.98364,22,NaN,None
44.97944,-92.98161,37,NaN,None
44.96808,-92.97515,22,NaN,None
44.96710,-92.95290,34,NaN,None
44.89345,-92.94273,9,NaN,None
44.92756,-92.93577,17,NaN,None
44.93080,-92.93135,37,NaN,None
44.94577,-92.92050,51,NaN,None
44.92173,-92.91482,8,NaN,None
44.91713,-92.89004,8,NaN,None
44.90489,-92.87331,11,NaN,None
45.01624,-92.86253,11,NaN,None
44.96405,-93.18082,49,78.0,None
44.93618,-93.16532,71,70.0,None
44.97997,-93.16458,67,64.0,None
44.96276,-93.15632,57,68.0,None
44.95655,-93.15100,76,74.0,None
44.94489,-93.13978,81,69.0,None
44.99081,-93.13938,53,55.0,None
44.94294,-93.13743,83,70.0,None
44.98284,-93.06712,66,66.0,None
44.98836,-93.06676,47,60.0,None
44.97191,-93.05947,69,61.0,None
44.97356,-93.05551,56,58.0,None
44.96213,-93.02879,43,52.0,None
44.96050,-93.02046,41,57.0,None
45.02790,-93.01200,52,NaN,None
44.97690,-93.00725,5,48.0,None
44.97626,-92.99406,27,NaN,None
45.00430,-92.97725,14,NaN,None
44.86323,-92.97689,5,NaN,None
44.89173,-92.96243,5,NaN,None
44.93560,-92.95275,29,NaN,None
44.88038,-92.92296,2,NaN,None
44.87979,-92.91798,1,NaN,None
44.90560,-93.18144,39,52.0,None
44.92907,-93.18061,57,72.0,None
44.92187,-93.09672,62,41.0,None
44.93487,-93.08820,59,51.0,None
44.92204,-93.08738,41,32.0,None
44.98401,-93.01555,27,58.0,None
44.91454,-92.98599,5,NaN,None
44.89128,-92.96752,4,NaN,None
44.97384,-92.96112,8,NaN,None
44.90631,-92.93579,2,NaN,None
44.87347,-92.91126,0,NaN,None
44.91743,-92.90066,17,NaN,None
44.91692,-92.89141,9,NaN,None
44.91209,-92.88373,6,NaN,None
44.92886,-92.88307,3,NaN,None
44.90387,-92.87736,11,NaN,None
44.90064,-92.87355,6,NaN,None
44.93179,-93.18516,64,71.0,None
44.98230,-93.15706,54,78.0,None
44.94266,-93.14717,83,78.0,None
44.97915,-93.13654,28,65.0,None
44.94761,-93.11269,79,71.0,None
44.97500,-93.09911,57,65.0,None
44.96503,-93.09160,38,57.0,None
44.92647,-93.09075,47,39.0,None
44.95142,-93.02986,51,44.0,None
44.96643,-93.02218,46,49.0,None
44.94159,-93.01096,21,59.0,None
44.96384,-92.99847,30,NaN,None
44.97931,-92.98941,39,NaN,None
44.91068,-92.97170,23,NaN,None
44.89563,-92.95980,5,NaN,None
44.91241,-92.93836,29,NaN,None
44.91440,-92.93660,39,NaN,None
45.01167,-92.92861,0,NaN,None
44.98295,-93.19651,74,72.0,None
44.95470,-93.17348,84,76.0,None
44.94510,-93.15094,72,80.0,None
44.98810,-93.14770,66,67.0,None
44.97315,-93.13184,45,67.0,None
44.93168,-93.12688,60,75.0,None
44.97882,-93.07765,68,50.0,None
44.96225,-93.05263,46,61.0,None
44.92080,-93.01631,1,13.0,None
44.92648,-92.99355,11,NaN,None
45.00115,-92.98382,32,NaN,None
44.94081,-92.97896,23,NaN,None
44.96879,-92.95111,29,NaN,None
44.89458,-92.91323,10,NaN,None
44.95780,-93.20256,46,72.0,None
44.97574,-93.16494,57,65.0,None
44.98619,-93.16296,54,55.0,None
44.93447,-93.15620,60,67.0,None
44.92245,-93.13811,58,68.0,None
44.94203,-93.13028,89,69.0,None
44.92734,-93.10305,48,46.0,None
44.96457,-93.09780,57,54.0,None
44.98079,-93.07639,66,52.0,None
45.00604,-93.06778,3,NaN,None
44.97645,-93.06420,81,53.0,None
45.03282,-93.03097,55,NaN,None
44.91755,-92.98675,7,NaN,None
44.93743,-92.97855,28,NaN,None
44.95287,-92.90793,5,NaN,None
44.96024,-93.16629,85,82.0,None
44.94729,-93.14207,75,64.0,None
44.94235,-93.12843,87,67.0,None
44.98945,-93.12774,18,38.0,None
44.92215,-93.09776,65,43.0,None
44.97820,-93.04325,70,76.0,None
45.00433,-93.04190,29,NaN,None
44.98193,-93.03557,57,55.0,None
44.98137,-93.03524,54,52.0,None
44.98270,-93.01056,9,48.0,None
44.90728,-93.00416,16,27.0,None
45.03012,-93.00069,17,NaN,None
44.95718,-92.98933,17,NaN,None
45.00513,-92.97662,11,NaN,None
45.01904,-92.96679,9,NaN,None
44.97360,-92.95141,14,NaN,None
44.92139,-93.18811,81,67.0,None
44.90189,-93.18254,40,63.0,None
44.96768,-93.18080,35,64.0,None
44.90395,-93.17795,52,47.0,None
44.91455,-93.17357,50,49.0,None
44.92442,-93.16559,68,63.0,None
44.92904,-93.16332,69,69.0,None
