,Tuition,PCTPELL
1150,19430.0,0.1265
1151,17687.0,0.1406
1152,13617.0,0.7212
1153,19160.0,0.7385
1154,24141.0,0.4031
1155,24472.0,0.0952
1156,15170.0,0.3511
1157,13145.0,0.3747
1158,12633.0,0.4536
1159,32083.0,0.1677
1160,19226.0,0.3796
1161,24797.0,0.3226
1162,21355.0,0.3372
1163,25995.0,0.2993
1164,34164.0,0.2037
1165,23198.0,0.3031
1166,17878.0,0.3426
1167,12947.0,0.2379
1168,15957.0,0.2586
1169,36433.0,0.1008
1170,17781.0,0.4778
1171,14116.0,0.4102
1172,17927.0,0.4773
1173,8348.0,0.5656
1174,18621.0,0.3820
1175,7808.0,0.4971
1176,20067.0,0.4102
1177,8550.0,0.5028
1178,16061.0,0.3640
1179,9508.0,0.4354
1180,8744.0,0.5357
1181,10179.0,0.3329
1182,7490.0,0.4434
1183,12222.0,0.3870
1184,18575.0,0.3489
1185,11206.0,0.2559
1186,19113.0,0.2452
1187,16794.0,0.5966
1188,18979.0,0.4224
1189,22946.0,0.2614
1190,35473.0,0.2825
1191,23730.0,0.3210
1192,22841.0,0.3566
1193,20646.0,0.2862
1194,20239.0,0.4097
1195,31093.0,0.1579
1196,21771.0,0.2650
1197,16104.0,0.5274
1198,18746.0,0.3818
1199,17824.0,0.3821
1200,22907.0,0.2221
1201,17987.0,0.3220
1202,14107.0,0.2943
1203,15403.0,0.2615
1204,14102.0,0.2973
1205,15292.0,0.2200
1206,19263.0,0.3147
1207,14807.0,0.2472
1208,10896.0,0.4311
1209,15648.0,0.2925
1210,12623.0,0.4181
1211,19378.0,0.1446
1212,16746.0,0.3685
1213,15419.0,0.2776
1214,14402.0,0.3009
1215,13621.0,0.3416
1216,11813.0,0.2315
1217,13857.0,0.1573
1218,13516.0,0.1890
1219,23206.0,0.2796
1220,10547.0,0.4737
1221,11331.0,0.3501
1222,9662.0,0.4896
1223,29631.0,0.4079
1224,9812.0,0.4904
1225,23121.0,0.3927
1226,23888.0,0.5665
1227,11826.0,0.3829
1228,16108.0,0.3316
1229,8258.0,0.3826
1230,9179.0,0.2849
1231,7358.0,0.3455
